address_street,city,state,county,violation_type,violation_subtype,status,date_opened,latitude,longitude
1517 REPUBLIC ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1120905308908,-84.5167860535216
6159 GLENWAY AV,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Orders Issued,2026-05-05T00:00:00.000,39.142249482714,-84.6210521513259
2764 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-05-05T00:00:00.000,39.1331736337341,-84.5934986461413
7 GRAND AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-05T00:00:00.000,39.1104278590379,-84.5610246318186
914 BURTON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1514184763433,-84.4846144835705
455 FLINN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1190435303242,-84.4354897296392
3616 BEVIS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-05T00:00:00.000,39.1449715056466,-84.4646999909006
56 WINTON RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1922318599984,-84.5232228746634
36 SUNSET AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-05-05T00:00:00.000,39.127872073536,-84.5770680946638
3953 MILLSBRAE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.151552030855,-84.4395556549725
9 CARPLIN PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-05-05T00:00:00.000,39.1388113654584,-84.4978145461542
27 PRICE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-05-05T00:00:00.000,39.1065316482833,-84.5592748909105
63 MADISON RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1599859334167,-84.3889745700074
834 SUNSET AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1084179309431,-84.5854085269415
1228 E MCMILLAN ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1258335282495,-84.4833459258905
79 GREENLAND PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-05T00:00:00.000,39.2017091862421,-84.4605229528337
51 PADDOCK RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-05T00:00:00.000,39.1810202754287,-84.477578192992
22 MONTANA AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1552621901983,-84.5817893573786
57 KENNETH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-05T00:00:00.000,39.1959301242173,-84.5397517593995
1662 HOFFNER ST,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,"Recycling, remove cart vacant",Intake - New Case,2026-05-05T00:00:00.000,39.158790916066,-84.5424273144612
1 W MCMICKEN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1215989183,-84.5287146261257
6271 CORBLY ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.0938260816862,-84.3838996205131
6 DELTA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Duplicate Complaint,2026-05-05T00:00:00.000,39.1274797744651,-84.4318892735429
26 PARK AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1276775557387,-84.4856792255785
60 ESTE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-05T00:00:00.000,39.195486804318,-84.4900028671539
1412 LAUREL PARK DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Case Voided,2026-05-05T00:00:00.000,39.1100933784504,-84.5251643561205
2241 QUEEN CITY AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-05-05T00:00:00.000,39.1280686422332,-84.5765203107912
1116 YORK ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1178270746544,-84.5337918316574
70 READING RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-05T00:00:00.000,39.197560309839,-84.4582012700212
4 BAUM ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1058383897557,-84.501664842357
2356 HARRISON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.138019621913,-84.5780061786115
4229 LANGLAND ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-05-05T00:00:00.000,39.164239494365,-84.5380664956962
3471 WOODBURN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-05-05T00:00:00.000,39.142271774195,-84.4753738376089
6238 FAIRHURST AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-05T00:00:00.000,39.1859515341008,-84.4374422030941
18 SUNSET AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1245763016904,-84.579371872475
1659 SUMMIT RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-05T00:00:00.000,39.2021933729148,-84.4568938484526
1874 SECTION RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-05T00:00:00.000,39.1973571185183,-84.4539638277623
134 W MITCHELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-05T00:00:00.000,39.1633223449,-84.5095743026356
16 YONKERS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-05-05T00:00:00.000,39.139760480539,-84.5502607626422
7231 SCOTTWOOD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Already in Abandoned Property Program,2026-05-05T00:00:00.000,39.1943630782647,-84.4618108340609
4722 WARD ST,Cincinnati,OH,Hamilton,Code Enforcement - Barricading Buildings,BARRICADE RESIDENTIAL,Notice of Intent Issued to Owner,2026-05-05T00:00:00.000,39.1573606705854,-84.3919975156874
4254 CARLIN ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1677233918262,-84.5516868691622
77 GREENLAND PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.2042889168735,-84.4596525039909
55 PALOS ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-05T00:00:00.000,39.1029928018843,-84.5833266781171
2928 HENSHAW AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-05-04T00:00:00.000,39.1357079501759,-84.5357054936089
3111 MAPLELEAF AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-05-04T00:00:00.000,39.1743441894864,-84.4299598463791
2482 RIVER RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.0975100859495,-84.5574036397576
29 HAMILTON AV,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Orders Issued,2026-05-04T00:00:00.000,39.1595264412191,-84.5398029892961
3257 GILBERT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-04T00:00:00.000,39.138016420142,-84.476418015416
1711 CATALINA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-04T00:00:00.000,39.1709103558368,-84.4676125712656
2929 SIDNEY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1357280494448,-84.5353428564649
4878 N OVERLOOK AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-05-04T00:00:00.000,39.1223943847126,-84.6000072030212
3662 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-05-04T00:00:00.000,39.113999160234,-84.5752799923797
6418 BEECHMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Case Voided,2026-05-04T00:00:00.000,39.0876606341767,-84.380524307755
19 KEMPER LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-04T00:00:00.000,39.1188327861111,-84.4859336504227
543 VIRGIL RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1015747756821,-84.5946484267971
2313 ROHS ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1252890731074,-84.5216953065486
ATKINSON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-04T00:00:00.000,39.1259797928988,-84.5178331525053
4239 LANGLAND ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-05-04T00:00:00.000,39.1646425242204,-84.5382616310762
5811 BRAMBLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-04T00:00:00.000,39.1516509874249,-84.3953744481895
725 CLANORA DR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1052575742159,-84.5905493362071
1798 WEBER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-04T00:00:00.000,39.1551069107639,-84.5482533233583
39 LEHMAN RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-05-04T00:00:00.000,39.1151506167712,-84.5630878912432
4748 READING RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-05-04T00:00:00.000,39.1714162052818,-84.4677431623714
40 EASTERN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-04T00:00:00.000,39.1148362983824,-84.421456227865
137 WHIPPLE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-04T00:00:00.000,39.106279887269,-84.6841688598805
132 PARKER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-05-04T00:00:00.000,39.1236898525943,-84.5185924791067
33 MONTGOMERY RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-05-04T00:00:00.000,39.1383286468478,-84.4746952918678
2918 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-04T00:00:00.000,39.1349796220889,-84.5985740337673
34 CHEVIOT AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1518242563515,-84.6060926425367
16 DALTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-05-04T00:00:00.000,39.1152347254091,-84.5359695811583
1528 BEECH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-05-04T00:00:00.000,39.1217611681503,-84.5763129137804
1793 WILLIAM H TAFT RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.126068143127,-84.4712024160799
20 POGUE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-05-04T00:00:00.000,39.1168215396339,-84.5358462952614
5376 RIVER RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-05-04T00:00:00.000,39.0957637380423,-84.652763177826
2516 ORLAND AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1316839103821,-84.5756961497023
4241 DANE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.164718396275,-84.5330002745481
23 RAVINE ST,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-05-04T00:00:00.000,39.1258879541703,-84.5254605501076
8 WEST FORK RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-05-04T00:00:00.000,39.1590432732786,-84.5680131713261
41 BALTIMORE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1414264994398,-84.5617781840424
1639 QUEBEC RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1187953738938,-84.5741487847817
4241 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-05-04T00:00:00.000,39.1138730244413,-84.5847559171775
13 WESTMORELAND AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-05-04T00:00:00.000,39.1663849696899,-84.5416249010043
2529 FLANIGAN CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-05-04T00:00:00.000,39.2039093275336,-84.575620735297
12 SUNSET AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-04T00:00:00.000,39.1162400444255,-84.5843184135562
9 WINTON RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-05-04T00:00:00.000,39.1992666477139,-84.5218795298881
3131 MOZART AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-04T00:00:00.000,39.1533286672769,-84.6046139042542
615 W MCMICKEN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-05-04T00:00:00.000,39.1222621522201,-84.5314591394042
35 STANHOPE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Orders Issued,2026-05-04T00:00:00.000,39.143399166151,-84.6149465783766
923 ROSEMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-05-04T00:00:00.000,39.1092237110598,-84.5838214399755
2673 PUTZ PL,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-05-04T00:00:00.000,39.159029591423,-84.5677023403071
1189 S LYNNEBROOK DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-05-04T00:00:00.000,39.196317341795,-84.5391277026134
37 WIEMAN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1089044318818,-84.5748300438321
48 LE BLOND AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.127067940572,-84.4193188094028
28 STANTON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-05-04T00:00:00.000,39.1310854860043,-84.4917769269311
2835 LEHMAN RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-04T00:00:00.000,39.1147065434147,-84.5571698759202
2536 RACK CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-05-04T00:00:00.000,39.2035398046823,-84.5760122177982
1418 CEDAR AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1986231874109,-84.5429359691214
89 MCHENRY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-05-04T00:00:00.000,39.1433261245691,-84.5795102703274
3166 EPWORTH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-04T00:00:00.000,39.1425544956736,-84.6002249692
443 STANLEY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-05-04T00:00:00.000,39.1161954866562,-84.434346703559
47 WELLS ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1121522429636,-84.5696732297312
12 RIVERSIDE DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Already in Abandoned Property Program,2026-05-04T00:00:00.000,39.1098587531617,-84.4909995949547
48 WINTON RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1814596900117,-84.5196592593064
5129 RHODE ISLAND AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-05-04T00:00:00.000,39.1690688328861,-84.4599158178379
3415 PAXTON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1376117156262,-84.4344704040902
25 INGLESIDE AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,ILLEGAL LAND USE- RES STNDRD,Intake - New Case,2026-05-04T00:00:00.000,39.126536861361,-84.4773823272893
4779 HILLSIDE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.083427073937,-84.6329973775653
54 JUERGENS AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Intake - New Case,2026-05-04T00:00:00.000,39.1517966097442,-84.5119148901436
