address_street,city,state,county,zip,violation_type,status,date_opened,case_id,parcel,latitude,longitude
Hilton Garden Inn-Austin NW/Arboretum - 11617 RESEARCH BLVD SVRD NB Bldg 4,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-16T00:00:00.000,2026-046681 CC,0262000502,30.41576091,-97.74552693
8610 N MOPAC EXPY SERVICE ROAD,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-16T00:00:00.000,2026-047055 CC,0245040302,30.37357967,-97.74134892
1914 GUADALUPE STREET,Austin,TX,Travis,78705,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046691 CC,0212011708,30.28274061,-97.74240646
2704 RIO GRANDE STREET Unit 610,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-16T00:00:00.000,2026-047169 CC,0215020323,30.29283821,-97.74436661
1124 AIRPORT BOULEVARD,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-16T00:00:00.000,2026-047458 CC,0206150512,30.26662096,-97.69617037
5309 ROBINSDALE LANE,Austin,TX,Travis,78723,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046382 CC,0218190920,30.30305983,-97.68679393
11011 PRAIRIE DOVE CIRCLE,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046299 CC,0249130511,30.38728991,-97.70591208
2614 RIO GRANDE STREET,Austin,TX,Travis,78705,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046556 CC,0215021401,30.29167775,-97.74464812
8543 N LAMAR BOULEVARD,Austin,TX,Travis,78753,Work Without Permit,Active,2026-04-15T00:00:00.000,2026-045942 CC,0238150510,30.35357928,-97.70379852
6320 E STASSNEY LANE,Austin,TX,Travis,78744,Structure Condition Violation(s),Active,2026-04-15T00:00:00.000,2026-045909 CC,0316100901,30.20440638,-97.71889718
6005 AVERY ISLAND AVENUE,Austin,TX,Travis,78727,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046317 CC,0168010119,30.43568355,-97.74643616
6101 AVERY ISLAND AVENUE,Austin,TX,Travis,78727,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046337 CC,0168010112,30.43620865,-97.74738063
6132 HUDSON ST,Austin,TX,Travis,,Property Abatement,Active,2026-04-15T00:00:00.000,2026-045988 CC,,,
801 W 34TH STREET,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-15T00:00:00.000,2026-045916 CC,0218031418,30.30173521,-97.74353205
6003 AVERY ISLAND AVENUE,Austin,TX,Travis,78727,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046311 CC,0168010120,30.43560441,-97.74633037
8608 LORALINDA DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046067 CC,0236190415,30.34819671,-97.68961466
416 ONION ST,Austin,TX,Travis,,Property Abatement,Active,2026-04-15T00:00:00.000,2026-046542 CC,,,
1406 FAIRFIELD DRIVE,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-15T00:00:00.000,2026-046163 CC,0240121213,30.36111663,-97.71286679
1100 REINLI STREET Bldg. 2 Unit 146,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-15T00:00:00.000,2026-046538 CC,0224140116,30.31702008,-97.70333336
1070 MEARNS MEADOW BOULEVARD BUILDING 12,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045197 CC,0243160501,30.36948655,-97.69959977
10303 BROWNIE DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045535 CC,0243210462,30.36868659,-97.68386064
8400 BLK S 1ST ST,Austin,TX,Travis,,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045480 CC,,,
900 WINDY TRAIL,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045871 CC,0246180807,30.37809132,-97.6933884
1070 MEARNS MEADOW BOULEVARD BUILDING 06,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045192 CC,0243160501,30.36948655,-97.69959977
1070 MEARNS MEADOW BOULEVARD BUILDING 01,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045193 CC,0243160501,30.36948655,-97.69959977
11404 WALNUT RIDGE DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045244 CC,0247261150,30.37657825,-97.66810037
8419 RIVERSTONE DRIVE,Austin,TX,Travis,78724,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045584 CC,0217400201,30.29422887,-97.62728265
1070 MEARNS MEADOW BOULEVARD BUILDING 10,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045238 CC,0243160501,30.36948655,-97.69959977
11312 ZIMMERMAN LN,Austin,TX,Travis,,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045744 CC,,,
12403 MELLOW MEADOW DRIVE BLDG 06 UNIT 6108,Austin,TX,Travis,78750,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045781 CC,R056943,30.45652127,-97.79606136
7004 DUBUQUE LANE,Austin,TX,Travis,78723,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045453 CC,0224270416,30.31584719,-97.66626529
1070 MEARNS MEADOW BOULEVARD BUILDING 05,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045233 CC,0243160501,30.36948655,-97.69959977
1521 REAGAN HILL DRIVE Bldg. 2 Unit 206,Austin,TX,Travis,78752,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045895 CC,0227190913,30.3257346,-97.68909195
1070 MEARNS MEADOW BOULEVARD BUILDING 15,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045240 CC,0243160501,30.36948655,-97.69959977
1070 MEARNS MEADOW BOULEVARD BUILDING 09,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045218 CC,0243160501,30.36948655,-97.69959977
1100 REINLI STREET BLDG. 7 UNIT 220,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045758 CC,0224140116,30.31702008,-97.70333336
11608 APRIL DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045241 CC,0247261143,30.37839005,-97.66713987
4411 AIRPORT BOULEVARD Bldg. 7 Unit 227,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045734 CC,0218110101,30.30116917,-97.71337881
1070 MEARNS MEADOW BOULEVARD BUILDING 13,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045206 CC,0243160501,30.36948655,-97.69959977
1070 MEARNS MEADOW BOULEVARD BUILDING 14,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045227 CC,0243160501,30.36948655,-97.69959977
1070 MEARNS MEADOW BOULEVARD BUILDING 03,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045209 CC,0243160501,30.36948655,-97.69959977
1070 MEARNS MEADOW BOULEVARD BUILDING 02,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045200 CC,0243160501,30.36948655,-97.69959977
5306 INDIO COVE,Austin,TX,Travis,78745,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045719 CC,0412150642,30.22200829,-97.80504766
2801 INRIDGE DRIVE,Austin,TX,Travis,78745,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045863 CC,0418230712,30.20183016,-97.82199618
1070 MEARNS MEADOW BOULEVARD BUILDING 07,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045194 CC,0243160501,30.36948655,-97.69959977
5105 LERALYNN STREET,Austin,TX,Travis,78751,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045712 CC,0223080204,30.31713051,-97.72583843
2404 BIG HORN DRIVE,Austin,TX,Travis,78734,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045419 CC,0143550436,30.37438907,-97.91634319
1070 MEARNS MEADOW BOULEVARD BUILDING 08,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045202 CC,0243160501,30.36948655,-97.69959977
1070 MEARNS MEADOW BOULEVARD BUILDING 04,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-14T00:00:00.000,2026-045214 CC,0243160501,30.36948655,-97.69959977
1806 CINNAMON PATH,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-14T00:00:00.000,2026-045517 CC,0404070366,30.24250296,-97.77675294
7510 DAUGHERTY STREET,Austin,TX,Travis,78757,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044386 CC,0236051007,30.35216958,-97.73502986
11007 APPLEWOOD DRIVE,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044524 CC,0250150404,30.38674007,-97.70337324
7300 Johnny Morris,Austin,TX,Travis,,Property Abatement,Active,2026-04-13T00:00:00.000,2026-045083 CC,,,
5911 FAIRLANE DRIVE,Austin,TX,Travis,78757,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044412 CC,0133010402,30.33890254,-97.75098056
1702 DYWER AVENUE,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044537 CC,0102050621,30.25618468,-97.76720631
10800 FLORAL PARK DR,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044516 CC,0158010217,30.40641901,-97.75035643
8411 N IH 35 SERVICE ROAD,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044712 CC,0235180208,30.34748036,-97.69395977
9079 JOLLYVILLE ROAD,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044698 CC,0248030307,30.38182491,-97.7429672
1114 E CESAR CHAVEZ STREET,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044650 CC,0204051607,30.26012053,-97.73270394
1205 DOBIE DRIVE,Austin,TX,Travis,78753,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-045079 CC,0239231313,30.35712233,-97.67779726
1505 TOWN CREEK DRIVE,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044970 CC,0304070412,30.24172399,-97.72690838
3602 TALLISON TERRACE,Austin,TX,Travis,78704,Work Without Permit,Active,2026-04-13T00:00:00.000,2026-044814 CC,0408040545,30.22940439,-97.76498816
2901 JADEWOOD CT,Austin,TX,Travis,78748,Property Abatement,Active,2026-04-13T00:00:00.000,2026-045135 CC,0428250482,30.17731183,-97.8396004
3907 GRAYSON LANE,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044551 CC,0215121024,30.29093149,-97.70796148
2208 GALWAY STREET,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044953 CC,0262161013,30.41680509,-97.70005229
80 RAINEY STREET Unit 2816,Austin,TX,Travis,78701,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044903 CC,0203033301,30.2592286,-97.73890365
11602 WHITE WING AVENUE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-13T00:00:00.000,2026-045127 CC,0250230158,30.38256428,-97.67664296
4512 GILLIS STREET,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-13T00:00:00.000,2026-045040 CC,0410120707,30.22321109,-97.78469659
7223 ELLINGTON CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044913 CC,0221360501,30.30635811,-97.64230363
1100 REINLI STREET BLDG. 2 UNIT 144,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044972 CC,0224140116,30.31702008,-97.70333336
708 E 12TH STREET,Austin,TX,Travis,78701,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-045144 CC,0208051515,30.2722742,-97.73324158
1817 PRAIRIE KNOLL COURT,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044761 CC,0254130509,30.39663334,-97.70257669
1200 CRESTWOOD ROAD,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044518 CC,0218110418,30.30050954,-97.71501639
136 FREDERICK STREET,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-13T00:00:00.000,2026-045068 CC,0407031129,30.23130247,-97.76171654
4601 MAGIN MEADOW DRIVE,Austin,TX,Travis,78744,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044415 CC,0428011414,30.17815452,-97.75742976
1070 MEARNS MEADOW BOULEVARD BUILDING 06 UNIT 611,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044802 CC,0243160501,30.36948655,-97.69959977
4605 MANOR ROAD,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-044582 CC,0215190508,30.2930416,-97.68885933
5309 INDIO DRIVE,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-13T00:00:00.000,2026-044651 CC,0412130139,30.22219114,-97.80372224
1070 MEARNS MEADOW BOULEVARD Bldg. 11,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-13T00:00:00.000,2026-045026 CC,0243160501,30.36948655,-97.69959977
2704 RIO GRANDE STREET,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-12T00:00:00.000,2026-044350 CC,0215020323,30.29283821,-97.74436661
4712 MILBURN LANE,Austin,TX,Travis,78702,Property Abatement,Active,2026-04-12T00:00:00.000,2026-044290 CC,0202160101,30.25849772,-97.69743776
1712 BLUEBONNET LANE,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-12T00:00:00.000,2026-044312 CC,0102070416,30.25404686,-97.77280087
12101 SAGE HEN CIRCLE,Austin,TX,Travis,78727,Property Abatement,Active,2026-04-12T00:00:00.000,2026-044339 CC,0264031620,30.42053581,-97.73207306
11108 HENGE DRIVE,Austin,TX,Travis,78759,Property Abatement,Active,2026-04-12T00:00:00.000,2026-044360 CC,0164071519,30.42207767,-97.77277384
2511 N LAMAR BOULEVARD,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-12T00:00:00.000,2026-044325 CC,0214000406,30.29033081,-97.7515013
7606 ALBERT ROAD,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-12T00:00:00.000,2026-044291 CC,0422130106,30.19391192,-97.80521617
7517 CAMERON ROAD,Austin,TX,Travis,78752,Property Abatement,Active,2026-04-12T00:00:00.000,2026-044316 CC,0229190109,30.32907428,-97.6892604
4801 NIXON LANE,Austin,TX,Travis,78725,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044185 CC,0211330313,30.27627253,-97.64733473
7217 ELLINGTON CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044220 CC,0221330447,30.30600895,-97.64270326
7121 HOWERINGTON CIRCLE,Austin,TX,Travis,78724,Work Without Permit,Active,2026-04-11T00:00:00.000,2026-044203 CC,0221330419,30.30470233,-97.64387448
6608 JOHNNY MORRIS COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044213 CC,0221330434,30.3055745,-97.64349515
7011 CRAYBROUGH CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044199 CC,0219330206,30.30260161,-97.64521359
7207 ELLINGTON CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044219 CC,0221330442,30.30597944,-97.64352507
7209 ELLINGTON CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044218 CC,0221330443,30.30591054,-97.64338752
7030 CRAYBROUGH CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044201 CC,0221330601,30.30357283,-97.64575392
6607 JOHNNY MORRIS COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044208 CC,0221330428,30.30528071,-97.64391224
6611 JOHNNY MORRIS COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044209 CC,0221330430,30.30504336,-97.64361139
7009 CRAYBROUGH CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044198 CC,0219330205,30.30256168,-97.64540805
6609 JOHNNY MORRIS COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044207 CC,0221330429,30.3051622,-97.64376973
7129 BOYLE DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044232 CC,0221331108,30.30619234,-97.64475854
6613 JOHNNY MORRIS COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044211 CC,0221330431,30.30511193,-97.64334004
7001 CRAYBROUGH CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044195 CC,0219330201,30.30293832,-97.64618682
421 THOMPSON LANE UNIT 16,Austin,TX,Travis,78742,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044261 CC,0307210524,30.23937836,-97.68283109
7238 ELLINGTON CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044224 CC,0221330302,30.30677218,-97.64342373
10151 MC KALLA PL,Austin,TX,Travis,,Structure Condition Violation(s),Active,2026-04-11T00:00:00.000,2026-044189 CC,,,
7221 ELLINGTON CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044221 CC,0221330449,30.30626235,-97.64245846
2201 WILLOW CREEK DRIVE BLDG 09 UNIT 147,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-11T00:00:00.000,2026-044193 CC,0308060203,30.23040142,-97.72977629
7004 CRAYBROUGH CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-11T00:00:00.000,2026-044197 CC,0219330102,30.30303733,-97.6455311
